Label,Value,Unit,Name,SearchTime
铂金价格,¥365 ,元/克,老凤祥,2024:01:11:03:20:19
足金价格,¥624 ,元/克,老凤祥,2024:01:11:03:20:19
黄金价格,¥623 ,元/克,周六福,2024:01:11:03:20:19
铂金价格,¥390 ,元/克,周六福,2024:01:11:03:20:19
金条价格,¥563 ,元/克,周六福,2024:01:11:03:20:19
PT999铂金价格,¥390 ,元/克,周六福,2024:01:11:03:20:19
黄金价格,¥622 ,元/克,周生生,2024:01:11:03:20:19
铂金价格,¥374 ,元/克,周生生,2024:01:11:03:20:19
金条金价(内地),¥613 ,元/克,周生生,2024:01:11:03:20:19
饰品金价(内地),¥622 ,元/克,周生生,2024:01:11:03:20:19
黄金饰品(香港),"¥22,320 ",港币/两,周生生,2024:01:11:03:20:19
铂金价格(香港),"¥10,960 ",港币/两,周生生,2024:01:11:03:20:19
金条价格(香港),"¥20,360 ",港币/两,周生生,2024:01:11:03:20:19
黄金价格,¥623 ,元/克,六福珠宝,2024:01:11:03:20:19
铂金价格,¥374 ,元/克,六福珠宝,2024:01:11:03:20:19
金条金价(内地),¥613 ,元/克,六福珠宝,2024:01:11:03:20:19
饰品金价(内地),¥623 ,元/克,六福珠宝,2024:01:11:03:20:19
黄金饰品(香港),"¥22,320 ",港币/两,六福珠宝,2024:01:11:03:20:19
铂金价格(香港),"¥10,960 ",港币/两,六福珠宝,2024:01:11:03:20:19
金条价格(香港),"¥20,360 ",港币/两,六福珠宝,2024:01:11:03:20:19
黄金价格,¥609 ,元/克,菜百,2024:01:11:03:20:19
铂金价格,¥358 ,元/克,菜百,2024:01:11:03:20:19
基础银价,¥5.50 ,元/克,菜百,2024:01:11:03:20:19
PT950铂金,¥358 ,元/克,菜百,2024:01:11:03:20:19
PT990铂金,¥362 ,元/克,菜百,2024:01:11:03:20:19
PT999铂金,¥368 ,元/克,菜百,2024:01:11:03:20:19
饰品金条价格,¥545 ,元/克,菜百,2024:01:11:03:20:19
摆件价格,¥392 ,元/克,菜百,2024:01:11:03:20:19
足金价格,¥609 ,元/克,菜百,2024:01:11:03:20:19
黄金价格,¥623 ,元/克,金至尊,2024:01:11:03:20:19
铂金价格,¥374 ,元/克,金至尊,2024:01:11:03:20:19
首饰,¥623 ,元,金至尊,2024:01:11:03:20:19
黄金价格,¥624 ,元/克,老庙,2024:01:11:03:20:19
铂金价格,¥360 ,元/克,老庙,2024:01:11:03:20:19
金条/金块价格,¥579 ,元/克,老庙,2024:01:11:03:20:19
足金价格,¥624 ,元/克,老庙,2024:01:11:03:20:19
黄金价格,¥623 ,元/克,潮宏基,2024:01:11:03:20:19
铂金价格,¥379 ,元/克,潮宏基,2024:01:11:03:20:19
黄金价格,¥623 ,元/克,周大生,2024:01:11:03:20:19
铂金价格,¥379 ,元/克,周大生,2024:01:11:03:20:19
黄金价格,¥624 ,元/克,亚一金店,2024:01:11:03:20:19
铂金价格,¥360 ,元/克,亚一金店,2024:01:11:03:20:19
黄金价格,¥612 ,元/克,宝庆银楼,2024:01:11:03:20:19
铂金价格,¥368 ,元/克,宝庆银楼,2024:01:11:03:20:19
黄金价格,¥549 ,元/克,太阳金店,2024:01:11:03:20:19
铂金价格,¥369 ,元/克,太阳金店,2024:01:11:03:20:19
黄金价格,¥556 ,元/克,齐鲁金店,2024:01:11:03:20:19
铂金价格,¥399 ,元/克,齐鲁金店,2024:01:11:03:20:19
中国黄金基础金价,¥480.50 ,元/克,中国黄金,2024:01:11:03:20:19
投资金条/储值金条/元宝金：零售价,¥494.50 ,元/克,中国黄金,2024:01:11:03:20:19
投资金条/储值金条/元宝金：回购价,¥478.50 ,元/克,中国黄金,2024:01:11:03:20:19
金条,¥492.30 ,元/克,高赛尔,2024:01:11:03:20:19
银条,¥5.69 ,元/克,高赛尔,2024:01:11:03:20:19
黄金价格,¥624 ,元/克,千禧之星,2024:01:11:03:20:19
铂金价格,¥360 ,元/克,千禧之星,2024:01:11:03:20:19
黄金价格,¥623 ,元/克,吉盟珠宝,2024:01:11:03:20:19
铂金价格,¥379 ,元/克,吉盟珠宝,2024:01:11:03:20:19
黄金价格,¥623 ,元/克,东祥金店,2024:01:11:03:20:19
铂金价格,¥379 ,元/克,东祥金店,2024:01:11:03:20:19
黄金价格,¥573 ,元/克,萃华金店,2024:01:11:03:20:19
铂金价格,¥359 ,元/克,萃华金店,2024:01:11:03:20:19
黄金价格,¥619 ,元/克,百泰黄金,2024:01:11:03:20:19
金条价格,¥504 ,元/克,百泰黄金,2024:01:11:03:20:19
黄金价格,¥611 ,元/克,金象珠宝,2024:01:11:03:20:19
黄金价格,¥605 ,元/克,常州金店,2024:01:11:03:20:19
铂金价格,¥368 ,元/克,常州金店,2024:01:11:03:20:19
黄金价格,¥550 ,元/克,扬州金店,2024:01:11:03:20:19
铂金价格,¥340 ,元/克,扬州金店,2024:01:11:03:20:19
黄金价格,¥623 ,元/克,嘉华珠宝,2024:01:11:03:20:19
黄金价格,¥593 ,元/克,福泰珠宝,2024:01:11:03:20:19
铂金价格,¥360 ,元/克,福泰珠宝,2024:01:11:03:20:19
黄金价格,¥614 ,元/克,城隍珠宝,2024:01:11:03:20:19
铂金价格,¥350 ,元/克,城隍珠宝,2024:01:11:03:20:19
黄金价格,¥624 ,元/克,星光达珠宝,2024:01:11:03:20:19
铂金价格,¥360 ,元/克,星光达珠宝,2024:01:11:03:20:19
黄金价格,¥624 ,元/克,金兰首饰,2024:01:11:03:20:19
铂金价格,¥360 ,元/克,金兰首饰,2024:01:11:03:20:19
投资金条,¥598 ,元/克,金银街,2024:01:11:03:20:19
工艺金条,¥613 ,元/克,金银街,2024:01:11:03:20:19
千足金首饰,¥603 ,元/克,金银街,2024:01:11:03:20:19
投资银条,¥5.39 ,元/克,金银街,2024:01:11:03:20:19
黄金回购,¥479 ,元/克,金银街,2024:01:11:03:20:19
白银回购,¥5.51 ,元/克,金银街,2024:01:11:03:20:19
千足金饰品,¥588 ,元/克,多边金都珠宝,2024:01:11:03:20:19
3D硬金,"¥1,122 ",元/克,多边金都珠宝,2024:01:11:03:20:19
精品挂件,¥592 ,元/克,多边金都珠宝,2024:01:11:03:20:19
铂金PT990,¥370 ,元/克,多边金都珠宝,2024:01:11:03:20:19
黄金价格,¥623 ,元/克,富艺珠宝,2024:01:11:03:20:19
投资金条,¥563 ,元/克,富艺珠宝,2024:01:11:03:20:19
PT950铂金,¥374 ,元/克,富艺珠宝,2024:01:11:03:20:19
PT990铂金,¥390 ,元/克,富艺珠宝,2024:01:11:03:20:19
白银价格,¥5.30 ,元/克,天乙银饰,2024:01:11:03:20:19
白银基价,¥5.28 ,元/克,斯尔沃银器,2024:01:11:03:20:19
基准银价,¥5.90 ,元/克,中钞国鼎,2024:01:11:03:20:19
黄金价格,¥635 ,元/克,金巧福珠宝,2024:01:11:03:20:19
铂金价格,¥415 ,元/克,金巧福珠宝,2024:01:11:03:20:19
摆件价格,¥407 ,元/克,金巧福珠宝,2024:01:11:03:20:19
黄金价格,¥623 ,元/克,莱音珠宝,2024:01:11:03:20:19
铂金价格,¥410 ,元/克,莱音珠宝,2024:01:11:03:20:19
金条价格,¥583 ,元/克,莱音珠宝,2024:01:11:03:20:19
9K金,¥179 ,元/克,K金,2024:01:11:03:20:19
14K金,¥280 ,元/克,K金,2024:01:11:03:20:19
18K金,¥359 ,元/克,K金,2024:01:11:03:20:19
24K金,¥479 ,元/克,K金,2024:01:11:03:20:19
黄金价格,¥623 ,元/克,九龙福珠宝,2024:01:11:03:20:19
铂金价格,¥420 ,元/克,九龙福珠宝,2024:01:11:03:20:19
摆件价格,¥405 ,元/克,九龙福珠宝,2024:01:11:03:20:19
黄金价格,¥623 ,元/克,initial,2024:01:11:07:13:08
铂金价格,¥374 ,元/克,initial,2024:01:11:07:13:08
金条金价(内地),¥613 ,元/克,initial,2024:01:11:07:13:08
饰品金价(内地),¥623 ,元/克,initial,2024:01:11:07:13:08
黄金饰品(香港),"¥22,320 ",港币/两,initial,2024:01:11:07:13:08
铂金价格(香港),"¥10,960 ",港币/两,initial,2024:01:11:07:13:08
金条价格(香港),"¥20,360 ",港币/两,initial,2024:01:11:07:13:08
黄金价格,¥623 ,元/克,周大福,2024:01:11:07:13:08
铂金价格,¥374 ,元/克,周大福,2024:01:11:07:13:08
金条金价(内地),¥613 ,元/克,周大福,2024:01:11:07:13:08
饰品金价(内地),¥623 ,元/克,周大福,2024:01:11:07:13:08
黄金饰品(香港),"¥22,320 ",港币/两,周大福,2024:01:11:07:13:08
铂金价格(香港),"¥10,960 ",港币/两,周大福,2024:01:11:07:13:08
金条价格(香港),"¥20,360 ",港币/两,周大福,2024:01:11:07:13:08
黄金价格,¥624 ,元/克,老凤祥,2024:01:11:07:13:08
铂金价格,¥365 ,元/克,老凤祥,2024:01:11:07:13:08
足金价格,¥624 ,元/克,老凤祥,2024:01:11:07:13:08
黄金价格,¥623 ,元/克,周六福,2024:01:11:07:13:08
铂金价格,¥390 ,元/克,周六福,2024:01:11:07:13:08
金条价格,¥563 ,元/克,周六福,2024:01:11:07:13:08
PT999铂金价格,¥390 ,元/克,周六福,2024:01:11:07:13:08
黄金价格,¥622 ,元/克,周生生,2024:01:11:07:13:08
铂金价格,¥374 ,元/克,周生生,2024:01:11:07:13:08
金条金价(内地),¥613 ,元/克,周生生,2024:01:11:07:13:08
饰品金价(内地),¥622 ,元/克,周生生,2024:01:11:07:13:08
黄金饰品(香港),"¥22,320 ",港币/两,周生生,2024:01:11:07:13:08
铂金价格(香港),"¥10,960 ",港币/两,周生生,2024:01:11:07:13:08
金条价格(香港),"¥20,360 ",港币/两,周生生,2024:01:11:07:13:08
黄金价格,¥623 ,元/克,六福珠宝,2024:01:11:07:13:08
铂金价格,¥374 ,元/克,六福珠宝,2024:01:11:07:13:08
金条金价(内地),¥613 ,元/克,六福珠宝,2024:01:11:07:13:08
饰品金价(内地),¥623 ,元/克,六福珠宝,2024:01:11:07:13:08
黄金饰品(香港),"¥22,320 ",港币/两,六福珠宝,2024:01:11:07:13:08
铂金价格(香港),"¥10,960 ",港币/两,六福珠宝,2024:01:11:07:13:08
金条价格(香港),"¥20,360 ",港币/两,六福珠宝,2024:01:11:07:13:08
黄金价格,¥609 ,元/克,菜百,2024:01:11:07:13:08
铂金价格,¥358 ,元/克,菜百,2024:01:11:07:13:08
基础银价,¥5.50 ,元/克,菜百,2024:01:11:07:13:08
PT950铂金,¥358 ,元/克,菜百,2024:01:11:07:13:08
PT990铂金,¥362 ,元/克,菜百,2024:01:11:07:13:08
PT999铂金,¥368 ,元/克,菜百,2024:01:11:07:13:08
饰品金条价格,¥545 ,元/克,菜百,2024:01:11:07:13:08
摆件价格,¥392 ,元/克,菜百,2024:01:11:07:13:08
足金价格,¥609 ,元/克,菜百,2024:01:11:07:13:08
黄金价格,¥623 ,元/克,金至尊,2024:01:11:07:13:08
铂金价格,¥374 ,元/克,金至尊,2024:01:11:07:13:08
首饰,¥623 ,元,金至尊,2024:01:11:07:13:08
黄金价格,¥624 ,元/克,老庙,2024:01:11:07:13:08
铂金价格,¥360 ,元/克,老庙,2024:01:11:07:13:08
金条/金块价格,¥579 ,元/克,老庙,2024:01:11:07:13:08
足金价格,¥624 ,元/克,老庙,2024:01:11:07:13:08
黄金价格,¥623 ,元/克,潮宏基,2024:01:11:07:13:08
铂金价格,¥374 ,元/克,潮宏基,2024:01:11:07:13:08
黄金价格,¥623 ,元/克,周大生,2024:01:11:07:13:08
铂金价格,¥374 ,元/克,周大生,2024:01:11:07:13:08
黄金价格,¥624 ,元/克,亚一金店,2024:01:11:07:13:08
铂金价格,¥360 ,元/克,亚一金店,2024:01:11:07:13:08
黄金价格,¥612 ,元/克,宝庆银楼,2024:01:11:07:13:08
铂金价格,¥368 ,元/克,宝庆银楼,2024:01:11:07:13:08
黄金价格,¥549 ,元/克,太阳金店,2024:01:11:07:13:08
铂金价格,¥369 ,元/克,太阳金店,2024:01:11:07:13:08
黄金价格,¥556 ,元/克,齐鲁金店,2024:01:11:07:13:08
铂金价格,¥399 ,元/克,齐鲁金店,2024:01:11:07:13:08
中国黄金基础金价,¥480 ,元/克,中国黄金,2024:01:11:07:13:08
投资金条/储值金条/元宝金：零售价,¥494 ,元/克,中国黄金,2024:01:11:07:13:08
投资金条/储值金条/元宝金：回购价,¥478 ,元/克,中国黄金,2024:01:11:07:13:08
金条,¥492.30 ,元/克,高赛尔,2024:01:11:07:13:08
银条,¥5.69 ,元/克,高赛尔,2024:01:11:07:13:08
黄金价格,¥624 ,元/克,千禧之星,2024:01:11:07:13:08
铂金价格,¥360 ,元/克,千禧之星,2024:01:11:07:13:08
黄金价格,¥623 ,元/克,吉盟珠宝,2024:01:11:07:13:08
铂金价格,¥374 ,元/克,吉盟珠宝,2024:01:11:07:13:08
黄金价格,¥622 ,元/克,东祥金店,2024:01:11:07:13:08
铂金价格,¥374 ,元/克,东祥金店,2024:01:11:07:13:08
黄金价格,¥573 ,元/克,萃华金店,2024:01:11:07:13:08
铂金价格,¥359 ,元/克,萃华金店,2024:01:11:07:13:08
黄金价格,¥619 ,元/克,百泰黄金,2024:01:11:07:13:08
金条价格,¥504 ,元/克,百泰黄金,2024:01:11:07:13:08
黄金价格,¥611 ,元/克,金象珠宝,2024:01:11:07:13:08
黄金价格,¥605 ,元/克,常州金店,2024:01:11:07:13:08
铂金价格,¥368 ,元/克,常州金店,2024:01:11:07:13:08
黄金价格,¥550 ,元/克,扬州金店,2024:01:11:07:13:08
铂金价格,¥340 ,元/克,扬州金店,2024:01:11:07:13:08
黄金价格,¥623 ,元/克,嘉华珠宝,2024:01:11:07:13:08
黄金价格,¥593 ,元/克,福泰珠宝,2024:01:11:07:13:08
铂金价格,¥360 ,元/克,福泰珠宝,2024:01:11:07:13:08
黄金价格,¥614 ,元/克,城隍珠宝,2024:01:11:07:13:08
铂金价格,¥350 ,元/克,城隍珠宝,2024:01:11:07:13:08
黄金价格,¥624 ,元/克,星光达珠宝,2024:01:11:07:13:08
铂金价格,¥360 ,元/克,星光达珠宝,2024:01:11:07:13:08
黄金价格,¥624 ,元/克,金兰首饰,2024:01:11:07:13:08
铂金价格,¥360 ,元/克,金兰首饰,2024:01:11:07:13:08
投资金条,¥598 ,元/克,金银街,2024:01:11:07:13:08
工艺金条,¥613 ,元/克,金银街,2024:01:11:07:13:08
千足金首饰,¥603 ,元/克,金银街,2024:01:11:07:13:08
投资银条,¥5.39 ,元/克,金银街,2024:01:11:07:13:08
黄金回购,¥479 ,元/克,金银街,2024:01:11:07:13:08
白银回购,¥5.51 ,元/克,金银街,2024:01:11:07:13:08
千足金饰品,¥588 ,元/克,多边金都珠宝,2024:01:11:07:13:08
3D硬金,"¥1,122 ",元/克,多边金都珠宝,2024:01:11:07:13:08
精品挂件,¥592 ,元/克,多边金都珠宝,2024:01:11:07:13:08
铂金PT990,¥370 ,元/克,多边金都珠宝,2024:01:11:07:13:08
黄金价格,¥623 ,元/克,富艺珠宝,2024:01:11:07:13:08
投资金条,¥563 ,元/克,富艺珠宝,2024:01:11:07:13:08
PT950铂金,¥374 ,元/克,富艺珠宝,2024:01:11:07:13:08
PT990铂金,¥390 ,元/克,富艺珠宝,2024:01:11:07:13:08
白银价格,¥5.30 ,元/克,天乙银饰,2024:01:11:07:13:08
白银基价,¥5.28 ,元/克,斯尔沃银器,2024:01:11:07:13:08
基准银价,¥5.90 ,元/克,中钞国鼎,2024:01:11:07:13:08
黄金价格,¥635 ,元/克,金巧福珠宝,2024:01:11:07:13:08
铂金价格,¥415 ,元/克,金巧福珠宝,2024:01:11:07:13:08
摆件价格,¥407 ,元/克,金巧福珠宝,2024:01:11:07:13:08
黄金价格,¥623 ,元/克,莱音珠宝,2024:01:11:07:13:08
铂金价格,¥410 ,元/克,莱音珠宝,2024:01:11:07:13:08
金条价格,¥583 ,元/克,莱音珠宝,2024:01:11:07:13:08
9K金,¥179 ,元/克,K金,2024:01:11:07:13:08
14K金,¥280 ,元/克,K金,2024:01:11:07:13:08
18K金,¥359 ,元/克,K金,2024:01:11:07:13:08
24K金,¥479 ,元/克,K金,2024:01:11:07:13:08
黄金价格,¥623 ,元/克,九龙福珠宝,2024:01:11:07:13:08
铂金价格,¥420 ,元/克,九龙福珠宝,2024:01:11:07:13:08
摆件价格,¥405 ,元/克,九龙福珠宝,2024:01:11:07:13:08
黄金价格,¥623 ,元/克,initial,2024:01:12:01:09:00
铂金价格,¥374 ,元/克,initial,2024:01:12:01:09:00
金条金价(内地),¥613 ,元/克,initial,2024:01:12:01:09:00
饰品金价(内地),¥623 ,元/克,initial,2024:01:12:01:09:00
黄金饰品(香港),"¥22,320 ",港币/两,initial,2024:01:12:01:09:00
铂金价格(香港),"¥10,960 ",港币/两,initial,2024:01:12:01:09:00
金条价格(香港),"¥20,360 ",港币/两,initial,2024:01:12:01:09:00
黄金价格,¥623 ,元/克,周大福,2024:01:12:01:09:00
铂金价格,¥374 ,元/克,周大福,2024:01:12:01:09:00
金条金价(内地),¥613 ,元/克,周大福,2024:01:12:01:09:00
饰品金价(内地),¥623 ,元/克,周大福,2024:01:12:01:09:00
黄金饰品(香港),"¥22,320 ",港币/两,周大福,2024:01:12:01:09:00
铂金价格(香港),"¥10,960 ",港币/两,周大福,2024:01:12:01:09:00
金条价格(香港),"¥20,360 ",港币/两,周大福,2024:01:12:01:09:00
黄金价格,¥624 ,元/克,老凤祥,2024:01:12:01:09:00
铂金价格,¥365 ,元/克,老凤祥,2024:01:12:01:09:00
足金价格,¥624 ,元/克,老凤祥,2024:01:12:01:09:00
黄金价格,¥623 ,元/克,周六福,2024:01:12:01:09:00
铂金价格,¥390 ,元/克,周六福,2024:01:12:01:09:00
金条价格,¥563 ,元/克,周六福,2024:01:12:01:09:00
PT999铂金价格,¥390 ,元/克,周六福,2024:01:12:01:09:00
黄金价格,¥622 ,元/克,周生生,2024:01:12:01:09:00
铂金价格,¥374 ,元/克,周生生,2024:01:12:01:09:00
金条金价(内地),¥613 ,元/克,周生生,2024:01:12:01:09:00
饰品金价(内地),¥622 ,元/克,周生生,2024:01:12:01:09:00
黄金饰品(香港),"¥22,320 ",港币/两,周生生,2024:01:12:01:09:00
铂金价格(香港),"¥10,960 ",港币/两,周生生,2024:01:12:01:09:00
金条价格(香港),"¥20,360 ",港币/两,周生生,2024:01:12:01:09:00
黄金价格,¥623 ,元/克,六福珠宝,2024:01:12:01:09:00
铂金价格,¥374 ,元/克,六福珠宝,2024:01:12:01:09:00
金条金价(内地),¥613 ,元/克,六福珠宝,2024:01:12:01:09:00
饰品金价(内地),¥623 ,元/克,六福珠宝,2024:01:12:01:09:00
黄金饰品(香港),"¥22,320 ",港币/两,六福珠宝,2024:01:12:01:09:00
铂金价格(香港),"¥10,960 ",港币/两,六福珠宝,2024:01:12:01:09:00
金条价格(香港),"¥20,360 ",港币/两,六福珠宝,2024:01:12:01:09:00
黄金价格,¥609 ,元/克,菜百,2024:01:12:01:09:00
铂金价格,¥358 ,元/克,菜百,2024:01:12:01:09:00
基础银价,¥5.50 ,元/克,菜百,2024:01:12:01:09:00
PT950铂金,¥358 ,元/克,菜百,2024:01:12:01:09:00
PT990铂金,¥362 ,元/克,菜百,2024:01:12:01:09:00
PT999铂金,¥368 ,元/克,菜百,2024:01:12:01:09:00
饰品金条价格,¥545 ,元/克,菜百,2024:01:12:01:09:00
摆件价格,¥392 ,元/克,菜百,2024:01:12:01:09:00
足金价格,¥609 ,元/克,菜百,2024:01:12:01:09:00
黄金价格,¥623 ,元/克,金至尊,2024:01:12:01:09:00
铂金价格,¥374 ,元/克,金至尊,2024:01:12:01:09:00
首饰,¥623 ,元,金至尊,2024:01:12:01:09:00
黄金价格,¥624 ,元/克,老庙,2024:01:12:01:09:00
铂金价格,¥360 ,元/克,老庙,2024:01:12:01:09:00
金条/金块价格,¥579 ,元/克,老庙,2024:01:12:01:09:00
足金价格,¥624 ,元/克,老庙,2024:01:12:01:09:00
黄金价格,¥623 ,元/克,潮宏基,2024:01:12:01:09:00
铂金价格,¥374 ,元/克,潮宏基,2024:01:12:01:09:00
黄金价格,¥623 ,元/克,周大生,2024:01:12:01:09:00
铂金价格,¥374 ,元/克,周大生,2024:01:12:01:09:00
黄金价格,¥624 ,元/克,亚一金店,2024:01:12:01:09:00
铂金价格,¥360 ,元/克,亚一金店,2024:01:12:01:09:00
黄金价格,¥612 ,元/克,宝庆银楼,2024:01:12:01:09:00
铂金价格,¥368 ,元/克,宝庆银楼,2024:01:12:01:09:00
黄金价格,¥549 ,元/克,太阳金店,2024:01:12:01:09:00
铂金价格,¥369 ,元/克,太阳金店,2024:01:12:01:09:00
黄金价格,¥556 ,元/克,齐鲁金店,2024:01:12:01:09:00
铂金价格,¥399 ,元/克,齐鲁金店,2024:01:12:01:09:00
中国黄金基础金价,¥480 ,元/克,中国黄金,2024:01:12:01:09:00
投资金条/储值金条/元宝金：零售价,¥494 ,元/克,中国黄金,2024:01:12:01:09:00
投资金条/储值金条/元宝金：回购价,¥478 ,元/克,中国黄金,2024:01:12:01:09:00
金条,¥492.30 ,元/克,高赛尔,2024:01:12:01:09:00
银条,¥5.69 ,元/克,高赛尔,2024:01:12:01:09:00
黄金价格,¥624 ,元/克,千禧之星,2024:01:12:01:09:00
铂金价格,¥360 ,元/克,千禧之星,2024:01:12:01:09:00
黄金价格,¥623 ,元/克,吉盟珠宝,2024:01:12:01:09:00
铂金价格,¥374 ,元/克,吉盟珠宝,2024:01:12:01:09:00
黄金价格,¥622 ,元/克,东祥金店,2024:01:12:01:09:00
铂金价格,¥374 ,元/克,东祥金店,2024:01:12:01:09:00
黄金价格,¥573 ,元/克,萃华金店,2024:01:12:01:09:00
铂金价格,¥359 ,元/克,萃华金店,2024:01:12:01:09:00
黄金价格,¥619 ,元/克,百泰黄金,2024:01:12:01:09:00
金条价格,¥504 ,元/克,百泰黄金,2024:01:12:01:09:00
黄金价格,¥611 ,元/克,金象珠宝,2024:01:12:01:09:00
黄金价格,¥605 ,元/克,常州金店,2024:01:12:01:09:00
铂金价格,¥368 ,元/克,常州金店,2024:01:12:01:09:00
黄金价格,¥550 ,元/克,扬州金店,2024:01:12:01:09:00
铂金价格,¥340 ,元/克,扬州金店,2024:01:12:01:09:00
黄金价格,¥623 ,元/克,嘉华珠宝,2024:01:12:01:09:00
黄金价格,¥593 ,元/克,福泰珠宝,2024:01:12:01:09:00
铂金价格,¥360 ,元/克,福泰珠宝,2024:01:12:01:09:00
黄金价格,¥614 ,元/克,城隍珠宝,2024:01:12:01:09:00
铂金价格,¥350 ,元/克,城隍珠宝,2024:01:12:01:09:00
黄金价格,¥624 ,元/克,星光达珠宝,2024:01:12:01:09:00
铂金价格,¥360 ,元/克,星光达珠宝,2024:01:12:01:09:00
黄金价格,¥624 ,元/克,金兰首饰,2024:01:12:01:09:00
铂金价格,¥360 ,元/克,金兰首饰,2024:01:12:01:09:00
投资金条,¥598 ,元/克,金银街,2024:01:12:01:09:00
工艺金条,¥613 ,元/克,金银街,2024:01:12:01:09:00
千足金首饰,¥603 ,元/克,金银街,2024:01:12:01:09:00
投资银条,¥5.39 ,元/克,金银街,2024:01:12:01:09:00
黄金回购,¥479 ,元/克,金银街,2024:01:12:01:09:00
白银回购,¥5.51 ,元/克,金银街,2024:01:12:01:09:00
千足金饰品,¥588 ,元/克,多边金都珠宝,2024:01:12:01:09:00
3D硬金,"¥1,122 ",元/克,多边金都珠宝,2024:01:12:01:09:00
精品挂件,¥592 ,元/克,多边金都珠宝,2024:01:12:01:09:00
铂金PT990,¥370 ,元/克,多边金都珠宝,2024:01:12:01:09:00
黄金价格,¥623 ,元/克,富艺珠宝,2024:01:12:01:09:00
投资金条,¥563 ,元/克,富艺珠宝,2024:01:12:01:09:00
PT950铂金,¥374 ,元/克,富艺珠宝,2024:01:12:01:09:00
PT990铂金,¥390 ,元/克,富艺珠宝,2024:01:12:01:09:00
白银价格,¥5.30 ,元/克,天乙银饰,2024:01:12:01:09:00
白银基价,¥5.28 ,元/克,斯尔沃银器,2024:01:12:01:09:00
基准银价,¥5.90 ,元/克,中钞国鼎,2024:01:12:01:09:00
黄金价格,¥635 ,元/克,金巧福珠宝,2024:01:12:01:09:00
铂金价格,¥415 ,元/克,金巧福珠宝,2024:01:12:01:09:00
摆件价格,¥407 ,元/克,金巧福珠宝,2024:01:12:01:09:00
黄金价格,¥623 ,元/克,莱音珠宝,2024:01:12:01:09:00
铂金价格,¥410 ,元/克,莱音珠宝,2024:01:12:01:09:00
金条价格,¥583 ,元/克,莱音珠宝,2024:01:12:01:09:00
9K金,¥179 ,元/克,K金,2024:01:12:01:09:00
14K金,¥280 ,元/克,K金,2024:01:12:01:09:00
18K金,¥359 ,元/克,K金,2024:01:12:01:09:00
24K金,¥479 ,元/克,K金,2024:01:12:01:09:00
黄金价格,¥623 ,元/克,九龙福珠宝,2024:01:12:01:09:00
铂金价格,¥420 ,元/克,九龙福珠宝,2024:01:12:01:09:00
摆件价格,¥405 ,元/克,九龙福珠宝,2024:01:12:01:09:00